00097,00021,4
00012,00017,6
00077,00061,4
00065,00084,4
00087,00011,7
00074,00011,5
00063,00024,3
00076,00072,6
00055,00004,10
00047,00052,4
00086,00019,7
00083,00010,4
00004,00032,9
00013,00084,4
00087,00047,4
00074,00022,3
00027,00066,4
00076,00001,1
00084,00017,2
00096,00016,8
00072,00008,3
00015,00065,7
00003,00079,2
00071,00039,2
00072,00009,4
00015,00077,3
00001,00099,7
00027,00066,9
00094,00011,1
00014,00042,8
00027,00016,1
00074,00016,9
00077,00027,6
00048,00091,8
00100,00033,10
00017,00027,6
00095,00085,7
00002,00040,5
00093,00076,8
00030,00014,9
00026,00071,10
00020,00095,3
00050,00035,1
00042,00079,4
00083,00036,8
00063,00045,10
00056,00015,2
00034,00008,4
00024,00080,4
00029,00002,5
00030,00001,1
00088,00095,6
00086,00041,4
00029,00039,8
00092,00051,1
00079,00026,5
00075,00085,7
00041,00098,7
00044,00098,3
00067,00005,10
00078,00052,4
00068,00089,10
00051,00001,6
00095,00089,6
00014,00027,8
00077,00072,1
00094,00078,9
00061,00026,7
00003,00084,10
00065,00002,8
00095,00060,1
00053,00067,7
00018,00010,6
00012,00089,4
00065,00013,1
00026,00057,2
00099,00061,1
00076,00090,1
00049,00033,9
00044,00044,3
00082,00097,8
00062,00043,9
00040,00010,9
00089,00063,1
00054,00044,2
00098,00031,3
00022,00059,3
00029,00096,3
00087,00099,1
00040,00071,8
00066,00003,6
00072,00078,10
00055,00051,7
00047,00010,7
00037,00086,5
00065,00021,6
00050,00004,1
00053,00022,9
00078,00008,1
00095,00092,9
00046,00050,2
00020,00003,4
00062,00066,1
00042,00058,5
00045,00080,5
00003,00097,9
00032,00008,4
00052,00021,10
00025,00043,7
00086,00087,5
00069,00010,6
00028,00084,5
00062,00042,3
00079,00007,7
00052,00007,3
00005,00074,2
00087,00052,10
00081,00087,6
00036,00010,4
00080,00085,2
00085,00014,4
00009,00005,9
00029,00054,10
00052,00089,5
00021,00045,7
00004,00020,3
00009,00074,5
00082,00038,10
00066,00078,1
00003,00028,8
00039,00064,10
00100,00039,7
00062,00023,1
00029,00015,7
00028,00062,7
00079,00081,2
00076,00062,3
00093,00050,9
00079,00096,10
00045,00031,5
00100,00024,3
00030,00019,3
00064,00044,6
00084,00050,3
00038,00072,8
00029,00012,9
00066,00038,6
00001,00091,3
00040,00073,8
00086,00043,10
00093,00055,4
00016,00097,1
00033,00019,8
00097,00002,9
00015,00076,7
00049,00051,3
00029,00055,7
00027,00046,3
00094,00023,6
00009,00045,7
00095,00042,5
00100,00038,7
00010,00009,8
00007,00050,1
00093,00094,7
00011,00042,8
00019,00043,9
00083,00065,4
00036,00072,10
00084,00012,6
00089,00024,10
00002,00094,8
00094,00051,8
00099,00054,8
00075,00085,6
00047,00098,6
00091,00087,2
00052,00075,4
00020,00060,1
00085,00058,2
00080,00012,1
00064,00038,8
00046,00038,8
00012,00011,2
00033,00003,1
00046,00037,3
00093,00080,2
00027,00052,1
00033,00005,1
00092,00098,1
00034,00004,3
00063,00055,7
00098,00003,9
00036,00009,4
00094,00068,5
00057,00028,5
00009,00076,3
00065,00095,2
00093,00076,6
00048,00049,5
00007,00065,8
00017,00051,5
00032,00036,8
00078,00045,8
00048,00003,8
00052,00002,9
00088,00005,8
00053,00076,4
00002,00075,2
00001,00004,1
00005,00024,8
00006,00016,2
00026,00015,5
00020,00089,2
00019,00054,1
00006,00004,7
00100,00092,2
00097,00094,5
00008,00094,8
00027,00097,6
00020,00044,8
00068,00040,6
00087,00036,10
00099,00044,1
00031,00005,5
00018,00046,2
00030,00049,7
00074,00059,7
00061,00044,1
00054,00008,8
00089,00100,4
00036,00015,2
00066,00033,6
00081,00058,4
00097,00073,2
00032,00028,9
00008,00100,9
00037,00063,4
00072,00044,9
00006,00064,1
00100,00074,10
00027,00007,5
00082,00054,3
00054,00007,3
00091,00081,5
00098,00046,7
00067,00076,5
00098,00083,8
00077,00051,9
00088,00073,9
00034,00039,8
00035,00055,3
00084,00050,10
00046,00033,10
00043,00088,6
00043,00019,2
00006,00015,2
00003,00003,9
00086,00032,2
00036,00013,9
00042,00020,2
00094,00033,3
00009,00094,9
00093,00013,5
